,run,iter,returns,SBV,MSE,EMSBE,improve
0,dqn,40,384.5472440944882,0.05838218703866005,0.04564548283815384,0.0953660962711449,0.5213657198636442
1,dqn,80,839.0339425587467,0.09082593023777008,0.07333254814147949,0.1504098290072074,0.5124484308936651
2,dqn,120,777.4509803921569,0.09718691557645798,0.07848262786865234,0.15401835862385146,0.49043329269385927
3,dqn,160,988.9855072463768,0.1238550990819931,0.09331249445676804,0.18920220841498914,0.5068107542798874
4,dqn,200,1583.00395256917,0.1184694766998291,0.09081293642520905,0.18011941658680936,0.4958181735979511
5,dqn,240,1139.8305084745762,0.11739317327737808,0.09235948324203491,0.18112594977822302,0.49008144136650156
6,dqn,280,1722.1238938053098,0.10899144411087036,0.09536344558000565,0.17337507648872155,0.4499587396795799
7,dqn,320,2708.035714285714,0.10208775103092194,0.08423001319169998,0.15482025372461872,0.45594965022133815
8,dqn,360,2922.8395061728397,0.10891205072402954,0.09360060840845108,0.17109304699519745,0.4529257029885123
9,dqn,400,3490.909090909091,0.10326497256755829,0.08893093466758728,0.1590590809603176,0.440893697293687
10,dqn,440,3902.755905511811,0.12380482256412506,0.09793247282505035,0.1807367559046166,0.45814855238004837
11,dqn,480,4457.203389830508,0.10918109118938446,0.08913286030292511,0.16116908870598823,0.44696057402468026
12,dqn,520,4904.587155963302,0.10655859857797623,0.09116482734680176,0.15909603614251575,0.4269824091334511
13,dqn,560,5366.509433962264,0.10031815618276596,0.08680522441864014,0.15020040869401313,0.422070650982855
14,dqn,600,5295.2830188679245,0.1096293032169342,0.09787501394748688,0.1676530369655216,0.41620494493269933
15,dqn,640,6084.831460674157,0.11602075397968292,0.10077844560146332,0.1752847734812839,0.42505875667389914
16,dqn,680,6398.275862068966,0.11124695092439651,0.0997157096862793,0.16634828461927517,0.4005606374931924
17,dqn,720,5277.102803738318,0.11459521949291229,0.10054073482751846,0.16579817917339962,0.39359566354243136
18,dqn,760,5898.913043478261,0.12154428660869598,0.11111737787723541,0.17997046079037127,0.3825799112296301
19,dqn,800,5192.233009708738,0.11641421169042587,0.1076139435172081,0.1740676935245316,0.38176957861487426
20,ddqn_SArch,40,1193.7716262975778,0.057847242802381516,0.015237637795507908,0.07214676892279057,0.7887966706892335
21,ddqn_SArch,80,4271.212121212121,0.044818390160799026,0.04270857945084572,0.08479083033722448,0.4963066255986882
22,ddqn_SArch,120,16918.0,0.035806890577077866,0.05676594749093056,0.0866770113385034,0.34508646970717416
23,ddqn_SArch,160,11160.344827586207,0.03494184836745262,0.07061682641506195,0.09762709432939501,0.2766677437228653
24,ddqn_SArch,200,7244.444444444444,0.03420190513134003,0.07111062854528427,0.09559069093899278,0.25609253530066023
25,ddqn_SArch,240,11728.181818181818,0.03512449562549591,0.07215036451816559,0.09647460708419205,0.2521310353179156
26,ddqn_SArch,280,7784.666666666667,0.031779270619153976,0.06887627393007278,0.08702691630410296,0.20856354728927062
27,ddqn_SArch,320,8258.860759493671,0.030615845695137978,0.06356798857450485,0.07987908236206163,0.20419731055027357
28,ddqn_SArch,360,9711.029411764706,0.02667587623000145,0.058305155485868454,0.07133690803337332,0.1826789653037424
29,ddqn_SArch,400,8571.12676056338,0.024163976311683655,0.06207675859332085,0.07313204017800178,0.15116878399361777
30,ddqn_SArch,440,8715.54054054054,0.022852299734950066,0.06478825956583023,0.07321734875176218,0.1151242066208944
31,ddqn_SArch,480,8003.614457831325,0.024866022169589996,0.07150512933731079,0.07861115080170163,0.09039457369497017
32,ddqn_SArch,520,8388.461538461539,0.024571703746914864,0.07390572130680084,0.08038685401275873,0.0806242859675691
33,ddqn_SArch,560,5740.094339622641,0.02617517299950123,0.0760611817240715,0.08213489355285326,0.0739480087701504
34,ddqn_SArch,600,8535.25641025641,0.025925345718860626,0.07308991998434067,0.07733448331891193,0.054885778664448215
35,ddqn_SArch,640,8137.349397590361,0.02598792128264904,0.07134871929883957,0.0739568588017163,0.03526568793124851
36,ddqn_SArch,680,9498.484848484848,0.02609201706945896,0.07155591994524002,0.07457031774959214,0.04042356121472479
37,ddqn_SArch,720,7194.021739130435,0.02686510607600212,0.07017181813716888,0.07214004747083037,0.027283449383053715
38,ddqn_SArch,760,5682.87037037037,0.026462819427251816,0.06917154788970947,0.0698764471133636,0.010087794282249929
39,ddqn_SArch,800,8346.987951807228,0.026950741186738014,0.07005280256271362,0.07018024006799074,0.0018158602072841923
40,ddqn_SArch,840,5619.711538461538,0.027641387656331062,0.07070134580135345,0.07042075158892891,-0.003984538734583154
41,ddqn_SArch,880,8445.569620253165,0.027483439072966576,0.07188800722360611,0.07007248050753533,-0.025909268559082266
42,ddqn_SArch,920,7438.372093023256,0.03111557848751545,0.07635556906461716,0.07575814979961676,-0.007885874543934746
43,ddqn_SArch,960,6430.5,0.03129558637738228,0.07500197738409042,0.07284275064097684,-0.029642301040440522
44,ddqn_SArch,1000,7608.620689655172,0.03291190043091774,0.08089001476764679,0.07769343401069967,-0.04114351228839874
45,ddqn_SArch,1040,6412.626262626262,0.033699195832014084,0.08066760003566742,0.07814194948738626,-0.03232131479761535
46,ddqn_SArch,1080,7085.63829787234,0.03398546203970909,0.08183711767196655,0.07735832931504245,-0.05789665310226888
47,ddqn_SArch,1120,5696.698113207547,0.03634532168507576,0.08513965457677841,0.08135100781048242,-0.04657160210137934
