,run,iter,returns,SBV,MSE,EMSBE,improve
0,dqn,40,-20.98709677419355,0.004406893625855446,0.0004170238971710205,0.004794610244693875,0.9130223572119267
1,dqn,80,-20.88198757763975,0.0036072349175810814,0.0008745462400838733,0.004288289515985778,0.7960617545005388
2,dqn,120,-17.756756756756758,0.0037240637466311455,0.0011183887254446745,0.004571149964207336,0.755337555275632
3,dqn,160,-14.23076923076923,0.0033715320751070976,0.0013336188858374953,0.004337543370403005,0.6925405069290207
4,dqn,200,-12.145454545454545,0.0035789250396192074,0.0015165968798100948,0.004837056346160096,0.6864628461452496
5,dqn,240,-4.184210526315789,0.00328755471855402,0.0016201320104300976,0.00458681347264125,0.6467848496361096
6,dqn,280,2.975609756097561,0.0039169760420918465,0.0017181920120492578,0.005279213180956796,0.6745363460132414
7,dqn,320,-7.9,0.002934758784249425,0.0016481074271723628,0.004196173024682405,0.6072355888382122
8,dqn,360,-3.1714285714285713,0.003264362458139658,0.0018522872123867273,0.004815004341736502,0.6153093370381654
9,dqn,400,-1.6578947368421053,0.0032846147660166025,0.001838659169152379,0.004798058286199726,0.6167909892964893
10,dqn,440,2.484848484848485,0.0026317453011870384,0.0016464751679450274,0.0039604393622575,0.5842695677566148
11,dqn,480,3.411764705882353,0.0032671953085809946,0.0018100470770150423,0.004706879835550594,0.6154465080361862
12,dqn,520,2.870967741935484,0.00275799329392612,0.002000677166506648,0.0044090758596672395,0.5462366196036277
13,dqn,560,4.741935483870968,0.0032013910822570324,0.002136125462129712,0.004911836755290156,0.5651065846540893
14,dqn,600,4.645161290322581,0.003005922306329012,0.001991868019104004,0.004601535430080003,0.5671297006466007
15,dqn,640,4.774193548387097,0.0026911471504718065,0.0020883919205516577,0.004366273304023039,0.5216992214785467
16,dqn,680,10.472222222222221,0.0028394286055117846,0.001988606061786413,0.004454794931839825,0.5536032315262778
17,dqn,720,14.822222222222223,0.003000735305249691,0.0021266001276671886,0.004696384649735982,0.5471835707097075
18,dqn,760,9.96875,0.0028855064883828163,0.002192380139604211,0.004652018395613999,0.5287249634113176
19,dqn,800,14.857142857142858,0.002530157333239913,0.0018914988031610847,0.0039721284348082355,0.5238072398199276
20,dqn,840,13.447368421052632,0.0028093326836824417,0.002029498340561986,0.004378483597026383,0.5364837401834037
21,dqn,880,14.921052631578947,0.0026420128997415304,0.0021597016602754593,0.004352367207283929,0.5037868917261672
22,dqn,920,10.085714285714285,0.0025568478740751743,0.002033127937465906,0.004199297935748779,0.5158409885238643
23,dqn,960,11.833333333333334,0.0025697050150483847,0.0022942963987588882,0.004383997718439668,0.4766656950780842
24,dqn,1000,15.714285714285714,0.0026978179812431335,0.0021549637895077467,0.004383715435800628,0.5084161321447247
25,dqn,1040,11.17142857142857,0.002466678386554122,0.0021419485565274954,0.004129608141473365,0.48131917529509494
26,dqn,1080,14.095238095238095,0.0026838844642043114,0.0024307118728756905,0.00459579769694266,0.4711012030636784
27,dqn,1120,14.682926829268293,0.0028181876987218857,0.0023131936322897673,0.00461284081903981,0.4985316591151584
28,dqn,1160,12.567567567567568,0.002671774011105299,0.0020374255254864693,0.004254960362187048,0.5211646285609031
29,dqn,1200,15.642857142857142,0.002460759598761797,0.002234106417745352,0.004212453360446238,0.46964245616984435
30,dqn,1240,15.0,0.0025589093565940857,0.0022837624419480562,0.004338282979668834,0.4735791895893363
31,dqn,1280,12.135135135135135,0.002293649595230818,0.002189758699387312,0.003951959549917229,0.4459055889291238
32,dqn,1320,14.75609756097561,0.002522003138437867,0.002243814989924431,0.004252450653514751,0.4723477888991222
33,dqn,1360,11.394736842105264,0.0022749053314328194,0.0021429485641419888,0.003946495406342986,0.45699960509323156
34,dqn,1400,12.842105263157896,0.0026459249202162027,0.002255209954455495,0.004375962324086593,0.48463679816388017
35,dqn,1440,15.909090909090908,0.0024351016618311405,0.0023442325182259083,0.004148668103279079,0.43494334570339754
36,dqn,1480,14.976190476190476,0.0025260234251618385,0.002411025110632181,0.004368088027286437,0.44803651035165404
37,dqn,1520,12.384615384615385,0.002238613087683916,0.0022755805402994156,0.004008797928645433,0.4323533935100762
38,dqn,1560,15.261904761904763,0.002261990448459983,0.002346731722354889,0.004035448289733698,0.4184706248559682
39,dqn,1600,15.75,0.002691715955734253,0.002578945131972432,0.00462947613203529,0.44292938154999584
40,dqn,1640,11.973684210526315,0.0022949478588998318,0.0023296461440622807,0.004074914164949787,0.42829565243345746
41,dqn,1680,12.052631578947368,0.002136529888957739,0.0020569453481584787,0.003716099265031757,0.4464772866768669
42,dqn,1720,11.947368421052632,0.0024613765999674797,0.002401957754045725,0.004250181872750368,0.4348576541051935
43,dqn,1760,14.704545454545455,0.002663122024387121,0.0024479625280946493,0.00446706817265007,0.45199794731531806
44,dqn,1800,12.256410256410257,0.002181070391088724,0.0022760077845305204,0.003930101605336133,0.42087813163907795
45,dqn,1840,15.113636363636363,0.002533532911911607,0.002501036273315549,0.004472551508175474,0.4408032487174601
46,dqn,1880,12.368421052631579,0.0023220498114824295,0.0023868840653449297,0.004147680519888303,0.42452557425777615
47,dqn,1920,14.44186046511628,0.00224356004036963,0.0022866958752274513,0.003960431661546154,0.4226144848224135
48,dqn,1960,9.857142857142858,0.0023155563976615667,0.0021945792250335217,0.003920672228924698,0.4402543500466456
49,dqn,2000,13.767441860465116,0.0022905045188963413,0.0025108451955020428,0.004152059896740415,0.3952772219222589
