,run,iter,returns,EMSBE,targetVar
0,dqn,40,494.8888888888889,0.07957281165315146,3.8305621273686694
1,dqn,80,586.7692307692307,0.07593388862114626,5.538818812411352
2,dqn,120,842.9702970297029,0.08336245906049781,6.423558793570252
3,dqn,160,1504.878048780488,0.07786268686222075,6.846865570625319
4,dqn,200,2248.955223880597,0.07640565805753118,6.782853442811649
5,dqn,240,2276.231884057971,0.07219864834178627,6.961711070206839
6,dqn,280,2438.805970149254,0.06949959395939151,7.476429420073912
7,dqn,320,1609.6470588235295,0.0671275952845873,7.408446083235484
8,dqn,360,2269.3150684931506,0.06121154913716275,6.998815614749181
9,dqn,400,1942.469135802469,0.06492137100181179,7.793785802532877
10,dqn,440,2370.2631578947367,0.06353292150053926,7.429628000407504
11,dqn,480,2977.313432835821,0.06732247450312139,8.11300074342803
12,dqn,520,2807.123287671233,0.07052665547812371,8.189242527916633
13,dqn,560,4411.428571428572,0.06982201889606851,8.4282909802259
14,dqn,600,3817.5862068965516,0.06722167684213141,7.6696859213891155
15,dqn,640,3700.967741935484,0.07496774971239598,7.883174748634414
16,dqn,680,4461.111111111111,0.07803249847409569,8.02780095813333
17,dqn,720,3114.0298507462685,0.07054575711732178,8.523633679415084
18,dqn,760,3991.0344827586205,0.06357524633244953,7.717704143996129
19,dqn,800,2595.5555555555557,0.06961960393937097,7.858274716491066
20,dqn,840,1651.5116279069769,0.0711623672987085,8.013766431990618
21,dqn,880,2923.1884057971015,0.07613795917124674,8.974126657449574
22,dqn,920,1246.9565217391305,0.06739431342279525,8.637569059762356
23,dqn,960,1753.452380952381,0.08494562547132714,8.743190469603956
24,dqn,1000,1673.4883720930231,0.07161742591492515,8.654356746978497
25,dqn,1040,2104.358974358974,0.077091074106315,9.173433292479125
26,dqn,1080,1320.8080808080808,0.07507479598251084,9.387753006864802
27,dqn,1120,1125.625,0.08336790761662322,10.506535586694849
28,dqn,1160,887.2727272727273,0.08099963631373071,10.142676412082979
29,dqn,1200,584.4230769230769,0.09673571015168973,12.450014231587023
30,dqn,1240,467.82608695652175,0.1292851748255685,16.022016007024856
31,dqn,1280,561.7699115044247,0.14161340393170324,20.019243627758428
32,dqn,1320,506.5648854961832,0.19274469908640596,29.871270732868254
33,dqn,1360,358.5987261146497,0.2567369924329894,41.27873805943941
34,dqn,1400,221.5151515151515,0.3583540560372081,60.98629323035932
35,dqn,1440,301.0989010989011,0.5802929576040039,99.1808220834954
36,dqn,1480,244.56521739130434,0.734730345318559,146.07373500705853
37,dqn,1520,220.0,1.5376052215955511,255.39419597103185
38,dqn,1560,341.46666666666664,2.964751832942492,473.49507335778804
39,dqn,1600,129.35185185185185,5.040337996568846,775.9005324995883
40,dqn,1640,184.08376963350784,12.278971359070725,1601.0949256792292
