,run,iter,returns,WIS
0,dqn,40,531.6666666666666,2.0354471627325e-129
1,dqn,80,449.7560975609756,5.5759671871682267e-154
2,dqn,120,947.2641509433962,5.490150888777625e-168
3,dqn,160,798.503937007874,1.3985548146848992e-162
4,dqn,200,2107.68115942029,2.6275137646667524e-164
5,dqn,240,3551.5942028985505,1.2028276049595086e-137
6,dqn,280,2132.9545454545455,3.5262413192755984e-126
7,dqn,320,1021.7355371900826,1.4336902707880464e-136
8,dqn,360,3910.169491525424,5.7348832467495956e-154
9,dqn,400,3574.032258064516,4.0873885080973395e-160
10,dqn,440,4723.773584905661,4.7591612767155233e-166
11,dqn,480,3097.0,1.265833982790092e-165
12,dqn,520,2810.0,2.582259470259031e-146
13,dqn,560,3962.9508196721313,1.8821033182993427e-171
14,dqn,600,4593.773584905661,1.0167182359450444e-121
15,dqn,640,3220.9375,4.028933858894734e-177
16,dqn,680,4312.0,9.385825999961822e-147
17,dqn,720,4005.0819672131147,4.000883817990637e-165
18,dqn,760,3513.809523809524,3.3200952378668195e-126
19,dqn,800,4153.050847457627,2.627727321415055e-174
20,dqn,840,3059.1428571428573,1.0399922551338248e-154
21,dqn,880,2265.3947368421054,5.276294093997219e-134
22,dqn,920,3319.5522388059703,2.3323498953142914e-131
23,dqn,960,2352.5925925925926,4.586447204916233e-121
24,dqn,1000,2829.8571428571427,3.845714931628299e-139
25,dqn,1040,2611.4473684210525,9.038987330842921e-174
26,dqn,1080,2935.3424657534247,5.967862935977815e-173
27,dqn,1120,2210.4938271604938,1.8524134089053995e-158
28,dqn,1160,1115.4901960784314,2.681499826995221e-136
29,dqn,1200,940.3389830508474,4.421263795802717e-126
30,dqn,1240,1146.6666666666667,8.2240593965577e-158
31,dqn,1280,654.8591549295775,3.546863674312977e-174
32,dqn,1320,852.578125,7.895070075200805e-152
33,dqn,1360,571.6447368421053,3.227252369615181e-172
34,dqn,1400,404.21965317919074,2.622117787125725e-147
35,dqn,1440,359.2391304347826,3.6658209579372143e-154
36,dqn,1480,287.0899470899471,4.2248301345350602e-168
37,dqn,1520,201.9047619047619,3.814840238235853e-174
38,dqn,1560,237.97979797979798,1.0300565542458281e-174
39,dqn,1600,185.1231527093596,6.087651053340836e-169
40,dqn,1640,41.75084175084175,5.5690387216054003e-132
41,dqn,1680,25.714285714285715,9.795954608384787e-165
42,dqn,1720,283.84,1.6021943026518917e-137
43,dqn,1760,13.957703927492448,3.8347353985940996e-126
44,dqn,1800,164.10596026490066,9.741177091199342e-166
45,dqn,1840,213.33333333333334,1.9733725912568545e-170
46,dqn,1880,314.35114503816794,7.244047103155352e-143
47,dqn,1920,250.05714285714285,3.5217169952974382e-124
48,dqn,1960,49.721115537848604,6.423747974152855e-181
49,dqn,2000,268.99328859060404,8.479299875698292e-174
50,ddqn_SArch,40,746.0,1.1247718367526406e-92
51,ddqn_SArch,80,686.5432098765432,5.317229641458204e-170
52,ddqn_SArch,120,5005.185185185185,5.181155144072214e-167
53,ddqn_SArch,160,17341.14285714286,1.7808363840942244e-175
