,run,iter,returns,EMSBE,targetVar
0,dqn,40,588.452380952381,0.10911834861274589,2.5194312165594335
1,dqn,80,815.8097686375321,0.1577516265265787,3.9459531212465646
2,dqn,120,932.010582010582,0.14774738265395285,4.390364016657958
3,dqn,160,1134.2948717948718,0.17068711585351917,5.118057658400798
4,dqn,200,1936.9158878504672,0.16404023459158992,5.0429225274074305
5,dqn,240,2240.425531914894,0.17662790322681976,5.642765640387125
6,dqn,280,3250.689655172414,0.16862439990356856,5.4235632311318005
7,dqn,320,3451.1194029850744,0.16597845787760354,5.520386596216994
8,dqn,360,4418.44262295082,0.17627990744439037,5.795254675292977
9,dqn,400,4952.252252252252,0.1706034106942449,5.806868754480178
10,dqn,440,5767.553191489362,0.180604936274096,6.079136101334561
11,dqn,480,5889.784946236559,0.16869860254679175,5.775463109877956
12,dqn,520,6960.493827160494,0.18417173800811812,6.544705320849519
13,dqn,560,6075.54347826087,0.17782477077787398,6.430713257124813
14,dqn,600,5807.216494845361,0.1727465695280778,6.302267273536569
15,dqn,640,5863.40206185567,0.18029506755287097,6.527765491643253
16,dqn,680,5105.714285714285,0.17980716547419787,6.703451953097515
17,dqn,720,4830.5,0.17519160896939667,6.617573379198027
18,dqn,760,3802.3622047244094,0.2062227677071297,7.648837044981073
19,dqn,800,3972.5563909774437,0.21314039194862044,7.730332417261677
20,dqn,840,3358.9285714285716,0.21631357594796397,8.683197661019346
21,dqn,880,3061.2244897959185,0.20418461105108388,8.644492998483603
22,dqn,920,2765.625,0.1978859686859826,8.53789346751582
23,dqn,960,3087.908496732026,0.19737845482284147,8.696704819823072
24,dqn,1000,2236.436170212766,0.20476811942753398,9.560125421481086
25,dqn,1040,2630.5232558139537,0.21590587526616362,9.92112442377222
26,dqn,1080,2609.593023255814,0.24148515274609617,11.517854464901127
27,dqn,1120,2145.336787564767,0.2199795387456496,11.228555049633885
28,dqn,1160,2426.300578034682,0.23432321091975644,12.762269012351865
29,dqn,1200,1952.2613065326634,0.264736845250222,14.542123122429341
30,dqn,1240,1980.3482587064677,0.2679653990432518,14.940647553519018
31,dqn,1280,2174.7395833333335,0.2981127959673902,19.15879381844396
32,dqn,1320,2035.148514851485,0.3006765555366221,19.801479332480703
33,dqn,1360,2059.3301435406697,0.32947915798811267,23.548709909587338
34,dqn,1400,2046.341463414634,0.42975791100276806,32.26278648986712
35,dqn,1440,2110.2094240837696,0.4686133813531882,40.67816017518533
36,dqn,1480,2056.372549019608,0.47540669155384285,43.51430503631275
37,dqn,1520,1699.5762711864406,0.520060061853244,50.79024676365422
38,dqn,1560,1725.5364806866953,0.512094684789356,48.71132606443737
39,dqn,1600,1552.7450980392157,0.5465598400972047,52.91000360196999
40,dqn,1640,1566.1354581673306,0.5598972114718861,57.65510160753001
41,dqn,1680,1516.9260700389104,0.605902192073411,64.28113409441843
42,dqn,1720,2044.4976076555024,0.6308171281152143,71.28865303470828
43,dqn,1760,1545.3667953667953,0.6681536961682387,75.43256486478052
44,dqn,1800,1793.3628318584072,0.6901316168197574,78.75235151542716
45,dqn,1840,1602.0408163265306,0.7135340154954448,83.62547651251447
46,dqn,1880,1930.5045871559632,0.714707924393632,81.32181672682442
47,dqn,1920,1798.0349344978165,0.6639210935837154,76.16279253526614
48,dqn,1960,1782.4034334763949,0.6319269988727739,73.54392551371443
49,dqn,2000,1699.5884773662551,0.6091151143550433,70.49019635024347
50,ddqn_SArch,40,1217.9530201342282,0.07775157216668435,0.7257800758451516
51,ddqn_SArch,80,4792.741935483871,0.08529884535442603,1.6215556799471085
52,ddqn_SArch,120,11595.3125,0.08423807064593673,2.085005121717159
53,ddqn_SArch,160,13376.315789473685,0.09798746022280888,2.54315545926316
54,ddqn_SArch,200,10349.122807017544,0.0950859265317262,2.711873862364648
55,ddqn_SArch,240,10218.64406779661,0.09203516861339818,2.892107811393277
56,ddqn_SArch,280,11249.107142857143,0.08193393233111794,2.804091420354408
57,ddqn_SArch,320,10185.384615384615,0.08628980366238735,2.9802795633108254
58,ddqn_SArch,360,7912.962962962963,0.07159220680473526,2.82782715680361
59,ddqn_SArch,400,8227.922077922078,0.06912784504934162,2.8154187987953088
60,ddqn_SArch,440,7520.879120879121,0.06824487878322084,2.9625747431134197
61,ddqn_SArch,480,8106.818181818182,0.0668784461866105,2.8829514342005376
62,ddqn_SArch,520,8685.625,0.06900194105385253,2.9175217750847073
63,ddqn_SArch,560,12103.508771929824,0.0708812776498512,2.939158330137156
64,ddqn_SArch,600,8195.402298850575,0.07076330329691054,2.939565317299768
65,ddqn_SArch,640,9114.285714285714,0.0698246761197784,2.895128498502602
66,ddqn_SArch,680,11349.27536231884,0.07021740827812198,2.943663935979132
67,ddqn_SArch,720,7634.782608695652,0.06664798278515234,2.918128192945156
68,ddqn_SArch,760,9736.708860759494,0.06791801056313275,2.9864253608883704
69,ddqn_SArch,800,6863.917525773196,0.0678430717162796,3.1069196127885976
70,ddqn_SArch,840,9518.072289156626,0.0680015669606825,3.2424949371347305
71,ddqn_SArch,880,9219.047619047618,0.07634171514305106,3.5933286195797276
72,ddqn_SArch,920,9253.57142857143,0.07769793166356109,3.716827372216144
73,ddqn_SArch,960,9946.103896103896,0.07945772684779408,3.805368952438682
