,run,iter,returns,EMSBE,targetVar
0,dqn,40.0,1.2031930333817127,0.023686732864059663,0.7310904126404987
1,dqn,80.0,7.5552147239263805,0.03123968196922313,1.220773257631526
2,dqn,120.0,11.448979591836734,0.03645988298051579,2.005631955917236
3,dqn,160.0,9.099644128113878,0.03669040394514729,2.337737300615747
4,dqn,200.0,13.855263157894736,0.049883258554334245,3.5470891631362917
5,dqn,240.0,18.256281407035175,0.054199153559607645,3.984801604586712
6,dqn,280.0,42.685483870967744,0.04942807177918511,4.152656711552526
7,dqn,320.0,22.247311827956988,0.0709315336946048,4.731759818061255
8,dqn,360.0,76.36274509803921,0.07885275710399713,5.278120803024908
9,dqn,400.0,106.20289855072464,0.07771224947851867,6.001028727441961
10,dqn,440.0,102.08421052631579,0.07648398646452396,6.5526280222277435
11,dqn,480.0,148.03191489361703,0.08067643683540159,6.569992447538709
12,dqn,520.0,139.76470588235293,0.08663822106849983,7.7131104139429505
13,dqn,560.0,222.23611111111111,0.0881041496716173,8.38743174342055
14,dqn,600.0,109.50485436893204,0.08448906521183941,8.524276446121956
15,dqn,640.0,215.5441176470588,0.0938689605326676,9.550786552835255
16,dqn,680.0,69.0,0.0908473586451679,10.440185537936136
17,dqn,720.0,208.41975308641975,0.10696022375341414,11.015317525746974
18,dqn,760.0,206.17857142857142,0.10786398826027617,12.083946281272878
19,dqn,800.0,198.23611111111111,0.13625291899341907,14.652058982419728
20,dqn,840.0,143.02439024390245,0.13924920246035274,15.543796197027664
21,dqn,880.0,249.5151515151515,0.13598907873041596,15.507487813689691
22,dqn,920.0,184.97101449275362,0.1338081257192641,15.350638058038804
23,dqn,960.0,171.859375,0.13120079290605624,15.896903514025633
24,dqn,1000.0,15.163793103448276,0.12943592578557475,16.86394579256772
25,dqn,1040.0,184.3815789473684,0.12282409522732057,16.191469182738505
26,dqn,1080.0,182.984126984127,0.13467579702975402,18.72343324138726
27,dqn,1120.0,118.1951219512195,0.14261813207353416,18.151664743001632
28,dqn,1160.0,130.26666666666668,0.14638141565127338,18.932143129722224
29,dqn,1200.0,139.31944444444446,0.15584442488019687,19.415874054081378
30,dqn,1240.0,125.9375,0.15737241418376885,21.049534831629956
31,dqn,1280.0,40.510791366906474,0.17280150670081193,22.099818967091597
32,dqn,1320.0,141.55555555555554,0.15638564473547537,21.556556945896244
33,dqn,1360.0,110.75714285714285,0.15101826070456023,20.95469828371843
34,dqn,1400.0,92.72222222222223,0.1473856555471285,20.08784405924674
35,dqn,1440.0,140.2295081967213,0.16687110042888514,19.84735554722242
36,dqn,1480.0,116.09677419354838,0.16012394294351295,21.06049181526097
37,dqn,1520.0,82.66666666666667,0.17266380368899428,21.74209825098121
38,dqn,1560.0,97.66666666666667,0.18058794261977135,22.964319367771193
39,dqn,1600.0,94.91666666666667,0.17876234714918257,23.565303594920987
