,run,iter,returns,SBV,MSE,EMSBE,improve
0,dqn,40,-21.0,0.003551512723788619,0.0003556786978151649,0.003840651241419867,0.9073910450448314
1,dqn,80,-20.383561643835616,0.003045319113880396,0.0006186291575431824,0.0034870246568238193,0.822591114653412
2,dqn,120,-20.670967741935485,0.002769566373899579,0.0008101153071038425,0.0033521852254895243,0.7583321765921989
3,dqn,160,-13.63855421686747,0.0028478445019572973,0.0009827879257500172,0.0035134722683691525,0.720280152885283
4,dqn,200,-11.636363636363637,0.002857672283425927,0.0010554022155702114,0.003695166837678976,0.7143830679555635
5,dqn,240,-13.884057971014492,0.0031434206757694483,0.0011781002394855022,0.004055202216703932,0.7094842189046093
6,dqn,280,0.7254901960784313,0.002885045250877738,0.00131542410235852,0.003926277837958652,0.6649691752220891
7,dqn,320,2.8297872340425534,0.002744632540270686,0.0012980418978258967,0.0037255017656852843,0.6515793094552111
8,dqn,360,4.266666666666667,0.002407629508525133,0.0012021510628983378,0.003371287325536274,0.6434148303550156
9,dqn,400,4.877551020408164,0.002509585814550519,0.0012734874617308378,0.0035122076370163453,0.6374111119430632
10,dqn,440,9.577777777777778,0.0027153417468070984,0.001441872213035822,0.0038090209795825954,0.6214585793135151
11,dqn,480,11.962962962962964,0.002790342550724745,0.0014433017931878567,0.0038874496206933585,0.6287278462709873
12,dqn,520,12.98076923076923,0.002358512720093131,0.0013245325535535812,0.0034298658938142087,0.6138238069475583
13,dqn,560,3.0232558139534884,0.0025679394602775574,0.0013745108153671026,0.0036323536220579503,0.621592235122648
14,dqn,600,10.132075471698114,0.0024740579538047314,0.001392971258610487,0.003484284060532294,0.6002130611596338
15,dqn,640,16.517241379310345,0.0024584562052041292,0.0015399028779938817,0.0036385468350437038,0.576780800740913
16,dqn,680,14.303571428571429,0.0024500221479684114,0.0014836821937933564,0.0036624586621658074,0.5948944873780566
17,dqn,720,16.050847457627118,0.0024810985196381807,0.0015754904597997665,0.003650071711005338,0.5683672583611159
18,dqn,760,17.7,0.0022048382088541985,0.0016059306217357516,0.003470572565608208,0.5372721384218293
19,dqn,800,16.440677966101696,0.002047550166025758,0.0013976974878460169,0.003073637550558715,0.5452627498021202
20,dqn,840,12.903846153846153,0.0023340138141065836,0.00150523881893605,0.0035183018409757384,0.5721689363302045
21,dqn,880,18.015873015873016,0.0023650231305509806,0.0015117834554985166,0.0034769579458952394,0.5651993843401906
22,dqn,920,18.677419354838708,0.002176895970478654,0.0016187364235520363,0.0034072184077706185,0.5249096976406646
23,dqn,960,17.017543859649123,0.002210334874689579,0.0016904992517083883,0.003520695642207118,0.5198394227998029
24,dqn,1000,18.051724137931036,0.0023701528552919626,0.0015666591934859753,0.00356914215829975,0.5610544147582252
25,dqn,1040,18.616666666666667,0.002013196935877204,0.0014682536711916327,0.003119372536663637,0.5293112143758176
26,dqn,1080,17.566666666666666,0.0021751541644334793,0.00155160971917212,0.0032942366971880667,0.5289926432740667
27,dqn,1120,18.125,0.002119695534929633,0.001599096693098545,0.003263887080652231,0.5100637204706869
28,dqn,1160,18.3015873015873,0.002090229419991374,0.0015399849507957697,0.003185968786948593,0.5166352673935917
29,dqn,1200,18.383333333333333,0.0021302266977727413,0.001565652317367494,0.0032721372313620203,0.5215199709959002
30,dqn,1240,16.28813559322034,0.0018672222504392266,0.0016147398855537176,0.0030834476740163154,0.47631999752716625
31,dqn,1280,18.11864406779661,0.0020828344859182835,0.0016166202258318663,0.0032918404258038647,0.5089007920433783
32,dqn,1320,18.75,0.002059060614556074,0.001670922851189971,0.003306525996272019,0.49465909142287945
33,dqn,1360,17.822580645161292,0.001936598913744092,0.0016224818537011743,0.003139303142422125,0.48317133449898353
34,dqn,1400,18.433333333333334,0.001990742515772581,0.0015936308773234487,0.003134872457826695,0.49164411032266964
35,dqn,1440,17.385964912280702,0.0019978396594524384,0.001631627674214542,0.003191069461867732,0.48868938965071895
36,dqn,1480,18.693548387096776,0.002098119119182229,0.0015938198193907738,0.003239314332247513,0.5079761776977834
37,dqn,1520,15.232142857142858,0.001946148811839521,0.0016605992568656802,0.0031233897593904267,0.4683342826897885
38,dqn,1560,18.072727272727274,0.0018723075045272708,0.0014985890593379736,0.002946435664969439,0.4913891801016069
39,dqn,1600,19.276923076923076,0.0018631599377840757,0.001643175259232521,0.0030795914544557365,0.46643076410181705
40,dqn,1640,19.545454545454547,0.0020181250292807817,0.001667346223257482,0.0031970911702893204,0.4784802389271259
41,dqn,1680,18.370967741935484,0.0017448177095502615,0.0015823859721422195,0.0028781851621081157,0.4502139775527134
42,dqn,1720,18.112903225806452,0.0017776921158656478,0.0016164864646270871,0.002962332838540525,0.4543197700149407
43,dqn,1760,17.055555555555557,0.0017398595809936523,0.0017090016044676304,0.0029506951417364613,0.4208139023600058
44,dqn,1800,18.442622950819672,0.0018202807987108827,0.0016791330417618155,0.0030295974916099413,0.44575705306993874
45,dqn,1840,18.677966101694917,0.0017456768546253443,0.001655316911637783,0.0029346762199602633,0.4359456418465828
46,dqn,1880,18.084745762711865,0.00179726118221879,0.0016594651388004422,0.0029574753775383285,0.4388913086465973
47,dqn,1920,18.688524590163933,0.001868035993538797,0.0017132933717221022,0.0030923316900973476,0.44595420432787813
48,dqn,1960,18.423728813559322,0.0018173938151448965,0.0016409208765253425,0.0029593823068008135,0.44551912986895226
49,dqn,2000,18.774193548387096,0.0016902572242543101,0.0016153063625097275,0.002834140770807145,0.4300542940039994
