,run,iter,returns,EMSBE,targetVar
0,dqn,40,-21.0,0.0038459993471741147,0.08589373268628483
1,dqn,80,-20.383561643835616,0.0034918803376602437,0.10951505721789183
2,dqn,120,-20.670967741935485,0.0033568531424564216,0.13037275269035026
3,dqn,160,-13.63855421686747,0.0035183647774970814,0.1415312640612581
4,dqn,200,-11.636363636363637,0.003700312356442659,0.15616727693794397
5,dqn,240,-13.884057971014492,0.004060849084629845,0.17096750221456397
6,dqn,280,0.7254901960784313,0.003931745178724069,0.15759602154517807
7,dqn,320,2.8297872340425534,0.003730689525827534,0.15715686983310137
8,dqn,360,4.266666666666667,0.003375981842172012,0.13956628690085293
9,dqn,400,4.877551020408164,0.0035170983851454834,0.13456719685002622
10,dqn,440,9.577777777777778,0.0038143250402062827,0.145832899690985
11,dqn,480,11.962962962962964,0.003892862893177349,0.14555951262710537
12,dqn,520,12.98076923076923,0.0034346419810895065,0.14284704279122357
13,dqn,560,3.0232558139534884,0.0036374116734368654,0.1398586649684615
14,dqn,600,10.132075471698114,0.0034891359250891645,0.148348763081535
15,dqn,640,16.517241379310345,0.0036436135104699285,0.1431459038448451
16,dqn,680,14.303571428571429,0.0036675586348044495,0.13961798093985642
17,dqn,720,16.050847457627118,0.003655154434818035,0.13963543570467546
18,dqn,760,17.7,0.003475405336912326,0.14480621580419561
19,dqn,800,16.440677966101696,0.0030779175899680045,0.13378132179782648
20,dqn,840,12.903846153846153,0.003523201075282143,0.1436694976736933
21,dqn,880,18.015873015873016,0.003481799608839579,0.1403156426899266
22,dqn,920,18.677419354838708,0.003411962958428083,0.14171722925478206
23,dqn,960,17.017543859649123,0.0035255982098810522,0.13822785949037308
24,dqn,1000,18.051724137931036,0.003574112187733471,0.13335499626843086
25,dqn,1040,18.616666666666667,0.0031237162620279834,0.1274344297524485
26,dqn,1080,17.566666666666666,0.003298823920845889,0.12889474719968924
27,dqn,1120,18.125,0.003268432042477712,0.1308387492054381
28,dqn,1160,18.3015873015873,0.0031904052475723982,0.1303506906695883
29,dqn,1200,18.383333333333333,0.0032766936815200043,0.12807392419075175
30,dqn,1240,16.28813559322034,0.0030877413740197064,0.12937166719433943
31,dqn,1280,18.11864406779661,0.003296424312654465,0.12850641959021705
32,dqn,1320,18.75,0.003311130332775297,0.12770812075131407
33,dqn,1360,17.822580645161292,0.0031436746211492856,0.13111550735519345
34,dqn,1400,18.433333333333334,0.003139237766826828,0.12856365156268315
35,dqn,1440,17.385964912280702,0.003195513025179907,0.127639203972839
36,dqn,1480,18.693548387096776,0.0032438250765278735,0.12603545593400992
37,dqn,1520,15.232142857142858,0.003127739078736268,0.1243605021002269
38,dqn,1560,18.072727272727274,0.0029505385757894595,0.11969004944977406
39,dqn,1600,19.276923076923076,0.003083879784674498,0.12366790045097792
40,dqn,1640,19.545454545454547,0.003201543118828744,0.12231975451519363
41,dqn,1680,18.370967741935484,0.002882193034122438,0.11920451536332341
42,dqn,1720,18.112903225806452,0.0029664578861701915,0.12301176982365164
43,dqn,1760,17.055555555555557,0.002954803983876657,0.12541982107459335
44,dqn,1800,18.442622950819672,0.003033816205249749,0.1259371095566431
45,dqn,1840,18.677966101694917,0.0029387627557564723,0.12327173017587584
46,dqn,1880,18.084745762711865,0.00296159366115494,0.1220473366773372
47,dqn,1920,18.688524590163933,0.003096637761090592,0.12147308894588868
48,dqn,1960,18.423728813559322,0.0029635032458158747,0.12176762669215385
49,dqn,2000,18.774193548387096,0.002838087311019187,0.12124507016139921
