,run,iter,returns,SBV,MSE,EMSBE,improve
0,ddqn_SArch,40,120.38167938931298,0.06246325746178627,0.006251886021345854,0.06778361184942781,0.9077669977924224
1,ddqn_SArch,80,622.3863636363636,0.03373559191823006,0.00883100088685751,0.04088493099345131,0.7840035271608504
2,ddqn_SArch,120,4119.428571428572,0.030269114300608635,0.010328243486583233,0.03822515753718752,0.7298050772835833
3,ddqn_SArch,160,8173.695652173913,0.02433590590953827,0.014787250198423862,0.03663066144314975,0.5963149553994962
4,ddqn_SArch,200,14847.894736842105,0.024168547242879868,0.01757221482694149,0.03889962738866952,0.5482677854117484
5,ddqn_SArch,240,19932.352941176472,0.029758138582110405,0.020811408758163452,0.043310807398799035,0.5194869362158201
6,ddqn_SArch,280,22573.225806451614,0.028292009606957436,0.024281881749629974,0.04571949238939242,0.46889432754805216
7,ddqn_SArch,320,21290.571428571428,0.031916771084070206,0.02645556628704071,0.04924564371716274,0.46278362327873057
8,ddqn_SArch,360,19160.882352941175,0.0353788286447525,0.028951365500688553,0.05258546447003111,0.44944167000391955
9,ddqn_SArch,400,21871.612903225807,0.03609923645853996,0.033189695328474045,0.05530811566635176,0.3999127446559182
10,ddqn_SArch,440,17844.444444444445,0.03592437133193016,0.03609989210963249,0.058703784553372225,0.38505000343187
11,ddqn_SArch,480,21157.333333333332,0.03718626871705055,0.036819033324718475,0.056876759747367577,0.3526524104351326
12,ddqn_SArch,520,17607.878787878788,0.0379006452858448,0.04054150730371475,0.06046319395744968,0.32948452355584457
13,ddqn_SArch,560,20097.0,0.03803923353552818,0.040932796895504,0.05954251004291535,0.3125449890170632
14,ddqn_SArch,600,10783.611111111111,0.039674460887908936,0.04470017924904823,0.06270494490994491,0.28713470184456136
15,ddqn_SArch,640,5768.461538461538,0.04072088003158569,0.04802578687667847,0.06476086118020671,0.25841339967608545
