,run,iter,returns,SBV,MSE,EMSBE,improve
0,dqn,40,0.6568396226415094,0.015047111548483372,0.004091102629899979,0.018162445514985776,0.7747493515383475
1,dqn,80,7.644970414201183,0.024636492133140564,0.008538736030459404,0.025379314817324673,0.6635552972206086
2,dqn,120,8.09748427672956,0.03915352374315262,0.01957005448639393,0.033145007258573576,0.40956252223080236
3,dqn,160,6.126288659793815,0.02535182237625122,0.018045660108327866,0.03090007326221384,0.4159994393801324
4,dqn,200,19.786516853932586,0.033354856073856354,0.027558546513319016,0.039852582535326135,0.3084878128314379
5,dqn,240,38.786259541984734,0.039050694555044174,0.03498992323875427,0.04410023896917718,0.20658200371182456
6,dqn,280,36.353846153846156,0.039161261171102524,0.033125996589660645,0.05233226906156252,0.36700630063084105
7,dqn,320,79.47619047619048,0.051318567246198654,0.04124941676855087,0.05256736442887576,0.2153036923819568
8,dqn,360,85.98,0.0544867068529129,0.04524175450205803,0.058814114677948705,0.2307670573672579
9,dqn,400,94.98019801980197,0.06112063676118851,0.050004992634058,0.06102526140822283,0.18058535956848698
10,dqn,440,108.9888888888889,0.06118783354759216,0.05840253457427025,0.06631000491783343,0.1192500340387781
11,dqn,480,207.95774647887325,0.07694973051548004,0.07093533873558044,0.0656441603671015,-0.0806039461680843
12,dqn,520,173.4375,0.07565122842788696,0.08142600208520889,0.08544402154554862,0.04702516791298017
13,dqn,560,200.51898734177215,0.0814051404595375,0.07546558976173401,0.07064855666525952,-0.06818303619843391
14,dqn,600,190.16071428571428,0.0955859124660492,0.09163108468055725,0.07577760670624825,-0.2092105921973093
15,dqn,640,161.88888888888889,0.09587772190570831,0.09301573783159256,0.08698083839805058,-0.06938194141018106
16,dqn,680,233.47540983606558,0.10792917013168335,0.11374299228191376,0.09168552549413558,-0.24057741577964808
17,dqn,720,211.72727272727272,0.12674428522586823,0.12252852320671082,0.0922825904458906,-0.32775339979814233
18,ddqn_SArch,40,1.875,0.02431122399866581,0.003223681589588523,0.027501356623337064,0.882780997543482
19,ddqn_SArch,80,1.336906584992343,0.020002340897917747,0.0039273700676858425,0.01949378010860308,0.7985321448274366
20,ddqn_SArch,120,3.909090909090909,0.01792987994849682,0.00426817499101162,0.018305565844569802,0.7668373090866383
21,ddqn_SArch,160,2.7142857142857144,0.013897485099732876,0.0033176213037222624,0.01590318552473519,0.7913863673059611
22,ddqn_SArch,200,24.428571428571427,0.013400631956756115,0.0030185284558683634,0.014813957849550854,0.7962375425578869
23,ddqn_SArch,240,113.0,0.016519194468855858,0.003999319393187761,0.018276059320226395,0.7811716780344626
24,ddqn_SArch,280,236.86363636363637,0.014573069289326668,0.004372809547930956,0.01644626106674799,0.7341152782274534
25,ddqn_SArch,320,279.0,0.012650588527321815,0.0053144413977861404,0.015002203699306474,0.645755949972082
26,ddqn_SArch,360,310.2307692307692,0.012085172347724438,0.0058525437489151955,0.014200110233993868,0.5878522312520716
27,ddqn_SArch,400,351.1,0.011507435701787472,0.007743664085865021,0.014188624208301307,0.4542343237666093
28,ddqn_SArch,440,333.27777777777777,0.01011622790247202,0.0071136923506855965,0.012685240150352307,0.4392150037074365
29,ddqn_SArch,480,263.25714285714287,0.011072826571762562,0.008001486770808697,0.012785950432121976,0.3741969505288659
30,ddqn_SArch,520,369.17021276595744,0.011806431226432323,0.010293926112353802,0.013207919073834697,0.22062468320642625
31,ddqn_SArch,560,178.63636363636363,0.011924143880605698,0.011166266165673733,0.012828204377287697,0.1295534560204249
32,ddqn_SArch,600,337.41509433962267,0.011107123456895351,0.011041673831641674,0.01208125204822816,0.08604888073160855
33,ddqn_SArch,640,291.09090909090907,0.013365427032113075,0.01406035851687193,0.012665485161102913,-0.11013185346052312
34,ddqn_SArch,680,346.63157894736844,0.014317946508526802,0.015054423362016678,0.014190481420071767,-0.06088179226413737
35,ddqn_SArch,720,383.0,0.014986835420131683,0.017080077901482582,0.014180076514403063,-0.2045123934369404
36,ddqn_SArch,760,381.75,0.019236033782362938,0.02252199314534664,0.015585555172988133,-0.44505555916161965
37,ddqn_SArch,800,347.741935483871,0.020648173987865448,0.024899741634726524,0.01668268154957069,-0.49255031697031293
38,ddqn_SArch,840,332.6818181818182,0.02043905481696129,0.024446140974760056,0.015990597885427466,-0.528782172493893
39,ddqn_SArch,880,314.0285714285714,0.023863842710852623,0.029067298397421837,0.017149908480395968,-0.694895248604307
40,ddqn_SArch,920,325.2682926829268,0.027068007737398148,0.032122157514095306,0.019293538798215427,-0.6649178696583373
