,run,iter,returns,WIS
0,dqn,40,0.6568396226415094,3.178843493841748e-20
1,dqn,80,7.644970414201183,2.565222246488023e-10
2,dqn,120,8.09748427672956,5.747181296778817e-10
3,dqn,160,6.126288659793815,1.0444011708088492e-36
4,dqn,200,19.786516853932586,5.741753479774775e-11
5,dqn,240,38.786259541984734,3.1783528527183204e-24
6,dqn,280,36.353846153846156,2.9625249892897795e-11
7,dqn,320,79.47619047619048,5.232905413624067e-25
8,dqn,360,85.98,2.000588065331544e-34
9,dqn,400,94.98019801980197,8.104847079206671e-28
10,dqn,440,108.9888888888889,7.47841360302312e-39
11,dqn,480,207.95774647887325,3.687484330737262e-34
12,dqn,520,173.4375,6.676126718406402e-14
13,dqn,560,200.51898734177215,1.7323226119300756e-45
14,dqn,600,190.16071428571428,1.2477307412577431e-36
15,dqn,640,161.88888888888889,1.085318661473426e-28
16,dqn,680,233.47540983606558,4.302134961401574e-15
17,dqn,720,211.72727272727272,3.754549474124901e-17
18,dqn,760,220.0,1.5516892412680966e-25
19,dqn,800,217.47457627118644,2.9139546100066732e-36
20,dqn,840,172.2,8.545684964824845e-29
21,dqn,880,152.51063829787233,1.2040355555613047e-31
22,dqn,920,124.07407407407408,7.948541979839641e-35
23,dqn,960,76.52808988764045,2.4099449435054634e-18
24,dqn,1000,189.13953488372093,1.449805435050924e-31
25,dqn,1040,143.25,1.4315520505694883e-15
26,dqn,1080,188.4814814814815,0.00011889038161717102
27,dqn,1120,110.91208791208791,2.5807337681548406e-21
28,dqn,1160,149.5,3.891448675697783e-36
29,dqn,1200,184.84615384615384,1.520747086984065e-13
30,dqn,1240,150.30232558139534,2.778902689619471e-13
31,dqn,1280,130.48888888888888,1.607271549663308e-14
32,dqn,1320,103.27272727272727,2.4282165564531947e-21
33,dqn,1360,116.57777777777778,1.65481932271349e-16
34,dqn,1400,144.1509433962264,6.585387656879405e-33
35,dqn,1440,125.66666666666667,3.3325314638199857e-19
36,dqn,1480,83.60377358490567,3.3705133963349737e-16
37,dqn,1520,128.6315789473684,7.529873231511453e-26
38,dqn,1560,77.42,1.0328133167515073e-30
39,dqn,1600,108.76666666666667,7.851717445474218e-06
40,dqn,1640,87.1470588235294,2.846164210117223e-34
41,dqn,1680,84.52380952380952,3.4574286423473673e-22
42,dqn,1720,80.11428571428571,6.179108678553153e-28
43,dqn,1760,83.1951219512195,2.562622399143408e-34
44,dqn,1800,78.79710144927536,9.798666863958654e-25
45,dqn,1840,71.61818181818182,8.722192679158852e-14
46,dqn,1880,71.20388349514563,3.005690246194917e-06
47,dqn,1920,71.38709677419355,6.587562905295062e-17
48,dqn,1960,71.45283018867924,1.1728122096448298e-05
49,dqn,2000,54.7027027027027,8.318879084339991e-32
50,ddqn_SArch,40,1.875,4.101084448074747e-16
51,ddqn_SArch,80,1.336906584992343,5.683259689843201e-36
52,ddqn_SArch,120,3.909090909090909,8.573104331245261e-32
53,ddqn_SArch,160,2.7142857142857144,4.931536082603338e-20
54,ddqn_SArch,200,24.428571428571427,4.519694449571841e-32
55,ddqn_SArch,240,113.0,4.031543423140416e-22
56,ddqn_SArch,280,236.86363636363637,1.7506072611569396e-16
57,ddqn_SArch,320,279.0,4.018138687026192e-26
58,ddqn_SArch,360,310.2307692307692,1.768850980958566e-29
59,ddqn_SArch,400,351.1,2.2344343256295285e-30
60,ddqn_SArch,440,333.27777777777777,5.725744225863407e-31
61,ddqn_SArch,480,263.25714285714287,2.8909540625660973e-22
62,ddqn_SArch,520,369.17021276595744,1.5739899649635762e-30
63,ddqn_SArch,560,178.63636363636363,2.1893821080942582e-24
64,ddqn_SArch,600,337.41509433962267,3.8284158783462875e-26
65,ddqn_SArch,640,291.09090909090907,1.0427470166392445e-26
66,ddqn_SArch,680,346.63157894736844,1.3041035429017207e-25
67,ddqn_SArch,720,383.0,4.897608568404827e-38
68,ddqn_SArch,760,381.75,7.805993175998942e-39
69,ddqn_SArch,800,347.741935483871,1.6678000183307006e-26
70,ddqn_SArch,840,332.6818181818182,2.6627595587640126e-33
71,ddqn_SArch,880,314.0285714285714,1.2700238649596934e-33
72,ddqn_SArch,920,325.2682926829268,2.9724314741994032e-18
73,ddqn_SArch,960,329.93939393939394,1.5904496836715169e-27
74,ddqn_SArch,1000,316.8,9.886563435880841e-21
75,ddqn_SArch,1040,265.4761904761905,9.418435005056423e-24
76,ddqn_SArch,1080,173.35294117647058,2.727923722490105e-32
77,ddqn_SArch,1120,255.8235294117647,4.4230635848716474e-26
78,ddqn_SArch,1160,266.73809523809524,4.966597669204379e-11
79,ddqn_SArch,1200,230.32258064516128,1.1614724565017537e-14
80,ddqn_SArch,1240,257.03333333333336,8.519816356536e-26
81,ddqn_SArch,1280,332.57142857142856,4.381846467023885e-26
82,ddqn_SArch,1320,297.4418604651163,1.669171689561833e-22
83,ddqn_SArch,1360,257.8222222222222,9.3125151764603e-15
84,ddqn_SArch,1400,302.7358490566038,1.0990495329505709e-16
85,ddqn_SArch,1440,304.69767441860466,6.192476461760784e-17
86,ddqn_SArch,1480,269.6,1.3467436927226173e-14
87,ddqn_SArch,1520,237.1851851851852,9.776805779420233e-28
88,ddqn_SArch,1560,204.84313725490196,3.5087054686648365e-24
89,ddqn_SArch,1600,317.8857142857143,2.6455022965093134e-11
90,ddqn_SArch,1640,213.0,2.6315858017652563e-09
91,ddqn_SArch,1680,318.35,2.2761019536561016e-14
92,ddqn_SArch,1720,250.53333333333333,2.1288421384148018e-29
93,ddqn_SArch,1760,270.4074074074074,2.2721525523166374e-11
94,ddqn_SArch,1800,273.4193548387097,3.641140253892526e-05
95,ddqn_SArch,1840,288.2368421052632,3.0247020071451332e-24
96,ddqn_SArch,1880,190.57692307692307,8.900379531271894e-20
97,ddqn_SArch,1920,229.9433962264151,3.468413371006875e-14
98,ddqn_SArch,1960,311.5217391304348,5.543597563249721e-31
99,ddqn_SArch,2000,139.49295774647888,9.024627359088383e-22
