,run,iter,returns,WIS
0,dqn,40,386.7041198501873,0.00010856414353318212
1,dqn,80,581.6348195329088,0.17153320259688626
2,dqn,120,1064.741641337386,0.021314747160997356
3,dqn,160,1190.422077922078,2.6266979318488593e-08
4,dqn,200,1209.9041533546326,0.03136031872593303
5,dqn,240,1335.1851851851852,9.437352495681512e-08
6,dqn,280,2128.5365853658536,6.442013872748596e-05
7,dqn,320,2098.0295566502464,0.00018090325429754266
8,dqn,360,2777.1676300578033,0.21685292723856844
9,dqn,400,3129.1666666666665,0.028441929476653485
10,dqn,440,2432.972972972973,0.044962871960801884
11,dqn,480,3441.0071942446043,0.0004068511213745406
12,dqn,520,3692.279411764706,0.002630063733151557
13,dqn,560,4408.536585365854,0.1877733022248912
14,dqn,600,5197.619047619048,0.3669653554103821
15,dqn,640,4654.310344827586,0.0033189463123011005
16,dqn,680,4589.285714285715,0.00010575616460427251
17,dqn,720,5382.0,0.001108936824202451
18,dqn,760,5380.392156862745,0.00010737221836719936
19,dqn,800,5023.3644859813085,0.5091067595379911
20,dqn,840,5745.959595959596,0.1745440006083746
21,dqn,880,5226.415094339623,1.6153741135420944e-05
22,dqn,920,4694.196428571428,0.1890281313683154
23,dqn,960,4064.876033057851,0.2487103806099927
24,dqn,1000,3231.0714285714284,0.000630325487504179
25,dqn,1040,3809.1603053435115,0.00025670025539276965
26,dqn,1080,3430.740740740741,0.00928349881548427
27,dqn,1120,2857.051282051282,0.14452803264675523
28,dqn,1160,3311.3475177304963,0.055645827768231175
29,dqn,1200,2890.967741935484,0.0035240058060479057
30,dqn,1240,2431.767955801105,0.07918460854665836
31,dqn,1280,2420.6703910614524,0.00027210671634477206
32,dqn,1320,2060.4591836734694,0.12233441015721278
33,dqn,1360,1927.2727272727273,0.08816667712221316
34,dqn,1400,2159.278350515464,0.26555513171703543
35,dqn,1440,1794.298245614035,0.2751262703457812
36,dqn,1480,1861.4155251141553,0.0013288206137056387
37,dqn,1520,2056.9651741293533,0.0007770491970575039
38,dqn,1560,1767.2727272727273,0.20037350038811672
39,dqn,1600,1496.3562753036438,0.21918184997645138
40,dqn,1640,2131.3432835820895,0.00100877941600139
41,dqn,1680,1391.106719367589,0.1606654561437948
42,dqn,1720,1480.6772908366534,0.2747262801646818
43,dqn,1760,1590.8906882591093,0.03554467100547749
44,dqn,1800,1427.9467680608366,0.0005844357629182374
45,dqn,1840,1339.365671641791,0.03528522366679386
46,dqn,1880,1490.648854961832,0.2308624588692864
47,dqn,1920,1915.2073732718893,0.021763566962078876
48,dqn,1960,1531.3725490196077,0.0351167391982334
49,dqn,2000,1607.0,0.0008754088879590933
50,ddqn_SArch,40,1680.8163265306123,0.1615413367268851
51,ddqn_SArch,80,4438.636363636364,0.3379781034048151
52,ddqn_SArch,120,14112.90322580645,0.0022750926923476955
53,ddqn_SArch,160,12882.786885245901,0.1661379921713854
54,ddqn_SArch,200,10950.819672131147,0.08304744681514839
55,ddqn_SArch,240,14066.666666666666,0.002818884630663582
56,ddqn_SArch,280,14605.555555555555,0.00020049770997307623
57,ddqn_SArch,320,13396.0,0.0486340147325749
58,ddqn_SArch,360,9198.591549295774,0.0002180661185208593
59,ddqn_SArch,400,10773.076923076924,0.0007601225015389536
60,ddqn_SArch,440,9393.283582089553,0.33547472968376113
61,ddqn_SArch,480,6760.106382978724,0.18845760246330745
62,ddqn_SArch,520,9377.922077922078,0.2536170689842944
63,ddqn_SArch,560,8211.904761904761,0.25499374072623254
64,ddqn_SArch,600,8530.379746835442,0.00043714960792638004
65,ddqn_SArch,640,9161.39240506329,0.2404394869755526
66,ddqn_SArch,680,8625.925925925925,0.11313798163418935
67,ddqn_SArch,720,8073.809523809524,0.32716903501052685
68,ddqn_SArch,760,7368.9473684210525,0.2674553103959912
69,ddqn_SArch,800,7212.222222222223,0.0002597963861433299
70,ddqn_SArch,840,7117.934782608696,0.6267163600588177
71,ddqn_SArch,880,9215.853658536585,0.22436883929108564
72,ddqn_SArch,920,6492.574257425743,0.3696415723107806
73,ddqn_SArch,960,6869.565217391304,4.0740144855921445e-07
74,ddqn_SArch,1000,6422.164948453608,0.004926360433813075
75,ddqn_SArch,1040,6901.010101010101,0.001871541528372451
76,ddqn_SArch,1080,4957.5,0.00032377399452376864
77,ddqn_SArch,1120,5907.211538461538,0.25545453618406483
78,ddqn_SArch,1160,6776.041666666667,6.283221686422027e-06
79,ddqn_SArch,1200,7530.978260869565,0.05264947166344636
80,ddqn_SArch,1240,5813.302752293578,0.10667270697790844
81,ddqn_SArch,1280,8435.882352941177,0.00011914935389641037
82,ddqn_SArch,1320,6504.455445544554,0.2465815524709597
83,ddqn_SArch,1360,7524.45652173913,0.048785185555583435
84,ddqn_SArch,1400,7346.875,0.000460694274818809
85,ddqn_SArch,1440,7993.333333333333,0.088881826549255
86,ddqn_SArch,1480,7147.311827956989,0.029782511257994807
87,ddqn_SArch,1520,6899.484536082474,0.00023147303272537146
88,ddqn_SArch,1560,4521.6,0.14080230489518422
89,ddqn_SArch,1600,5152.654867256637,2.193326008022074e-07
90,ddqn_SArch,1640,5709.722222222223,0.0008597094060987751
91,ddqn_SArch,1680,5196.610169491525,0.07934027857779481
92,ddqn_SArch,1720,5679.017857142857,0.003185422648163254
93,ddqn_SArch,1760,6511.792452830188,0.17772726847936673
94,ddqn_SArch,1800,6302.857142857143,0.0028218715226176424
95,ddqn_SArch,1840,6217.142857142857,0.10327954513762819
96,ddqn_SArch,1880,5423.245614035088,0.0002643850231935621
97,ddqn_SArch,1920,5186.752136752137,0.2332283263778919
98,ddqn_SArch,1960,4136.39705882353,0.31046521151987044
99,ddqn_SArch,2000,6189.108910891089,0.024594866483033804
